ent_station,ext_station,ent_time_period,riders_average_weekday
Rosslyn,Reagan Washington National Airport,Midday,75.68181818181819
Rosslyn,Rhode Island Avenue,Midday,7.863636363636363
Rosslyn,Rockville,Midday,7.363636363636363
Rosslyn,Rosslyn,Midday,27.681818181818183
Rosslyn,Shady Grove,Midday,21.045454545454547
Rosslyn,Shaw-Howard University,Midday,7.909090909090909
Rosslyn,Silver Spring,Midday,24.545454545454547
Rosslyn,Smithsonian,Midday,207.04545454545453
Rosslyn,Southern Avenue,Midday,8.590909090909092
Rosslyn,Stadium-Armory,Midday,7.045454545454546
Rosslyn,Suitland,Midday,9.454545454545455
Rosslyn,Takoma,Midday,9.181818181818182
Rosslyn,Tenleytown-AU,Midday,9.818181818181818
Rosslyn,Twinbrook,Midday,5.590909090909091
Rosslyn,U Street-Cardozo,Midday,11.090909090909092
Rosslyn,Union Station,Midday,113.5909090909091
Rosslyn,Van Dorn Street,Midday,18.227272727272727
Rosslyn,Van Ness-UDC,Midday,10.318181818181818
Rosslyn,Vienna,Midday,88.4090909090909
Rosslyn,Virginia Square-GMU,Midday,37.0
Rosslyn,Waterfront,Midday,6.818181818181818
Rosslyn,West Falls Church,Midday,62.18181818181818
Rosslyn,West Hyattsville,Midday,4.5
Rosslyn,Wheaton,Midday,8.181818181818182
Rosslyn,White Flint,Midday,4.590909090909091
Rosslyn,Woodley Park-Zoo,Midday,32.31818181818182
Shady Grove,Addison Road,Midday,3.8636363636363638
Shady Grove,Anacostia,Midday,5.090909090909091
Shady Grove,Archives-Navy Memorial,Midday,12.818181818181818
Shady Grove,Arlington Cemetery,Midday,10.590909090909092
Shady Grove,Ballston,Midday,11.136363636363637
Shady Grove,Benning Road,Midday,2.3181818181818183
Shady Grove,Bethesda,Midday,101.95454545454545
Shady Grove,Braddock Road,Midday,1.8181818181818181
Shady Grove,Branch Avenue,Midday,4.181818181818182
Shady Grove,Brookland,Midday,15.727272727272727
Shady Grove,Capitol Heights,Midday,1.6818181818181819
Shady Grove,Capitol South,Midday,15.863636363636363
Shady Grove,Cheverly,Midday,0.9545454545454546
Shady Grove,Clarendon,Midday,3.409090909090909
Shady Grove,Cleveland Park,Midday,26.545454545454547
Shady Grove,College Park-U of MD,Midday,11.909090909090908
Shady Grove,Columbia Heights,Midday,9.863636363636363
Shady Grove,Congress Heights,Midday,1.2727272727272727
Shady Grove,Court House,Midday,4.818181818181818
Shady Grove,Crystal City,Midday,10.090909090909092
Shady Grove,Deanwood,Midday,1.0
Shady Grove,Dunn Loring,Midday,4.636363636363637
Shady Grove,Dupont Circle,Midday,117.5909090909091
Shady Grove,East Falls Church,Midday,1.8636363636363635
Shady Grove,Eastern Market,Midday,6.136363636363637
Shady Grove,Eisenhower Avenue,Midday,1.7727272727272727
Shady Grove,Farragut North,Midday,232.13636363636363
Shady Grove,Farragut West,Midday,7.590909090909091
Shady Grove,Federal Center SW,Midday,14.590909090909092
Shady Grove,Federal Triangle,Midday,25.545454545454547
Shady Grove,Foggy Bottom,Midday,33.31818181818182
Shady Grove,Forest Glen,Midday,1.9090909090909092
Shady Grove,Fort Totten,Midday,7.2727272727272725
Shady Grove,Franconia-Springfield,Midday,4.545454545454546
Shady Grove,Friendship Heights,Midday,80.27272727272727
Shady Grove,Gallery Place-Chinatown,Midday,89.4090909090909
Shady Grove,Georgia Avenue-Petworth,Midday,4.363636363636363
Shady Grove,Glenmont,Midday,1.8636363636363635
Shady Grove,Greenbelt,Midday,7.7272727272727275
Shady Grove,Grosvenor,Midday,17.545454545454547
Shady Grove,Huntington,Midday,2.772727272727273
Shady Grove,Judiciary Square,Midday,36.81818181818182
Shady Grove,King Street,Midday,14.818181818181818
Shady Grove,Landover,Midday,2.5454545454545454
Shady Grove,Largo Town Center,Midday,3.090909090909091
Shady Grove,L'Enfant Plaza,Midday,34.86363636363637
Shady Grove,McPherson Square,Midday,14.409090909090908
Shady Grove,Medical Center,Midday,81.04545454545455
Shady Grove,Metro Center,Midday,189.0909090909091
Shady Grove,Minnesota Avenue,Midday,3.4545454545454546
Shady Grove,Morgan Blvd.,Midday,1.6363636363636365
Shady Grove,Mt. Vernon Square-UDC,Midday,7.545454545454546
Shady Grove,Navy Yard,Midday,18.59090909090909
Shady Grove,Naylor Road,Midday,2.909090909090909
Shady Grove,New Carrollton,Midday,7.545454545454546
Shady Grove,New York Ave,Midday,17.59090909090909
Shady Grove,Pentagon,Midday,8.363636363636363
Shady Grove,Pentagon City,Midday,9.818181818181818
Shady Grove,Potomac Avenue,Midday,2.9545454545454546
Shady Grove,Prince George's Plaza,Midday,6.363636363636363
Shady Grove,Reagan Washington National Airport,Midday,33.86363636363637
Shady Grove,Rhode Island Avenue,Midday,7.590909090909091
Shady Grove,Rockville,Midday,96.4090909090909
Shady Grove,Rosslyn,Midday,21.40909090909091
Shady Grove,Shady Grove,Midday,11.363636363636363
Shady Grove,Shaw-Howard University,Midday,9.227272727272727
Shady Grove,Silver Spring,Midday,22.772727272727273
Shady Grove,Smithsonian,Midday,146.22727272727272
Shady Grove,Southern Avenue,Midday,3.272727272727273
Shady Grove,Stadium-Armory,Midday,1.8181818181818181
Shady Grove,Suitland,Midday,4.818181818181818
Shady Grove,Takoma,Midday,6.318181818181818
Shady Grove,Tenleytown-AU,Midday,41.68181818181818
Shady Grove,Twinbrook,Midday,101.5
Shady Grove,U Street-Cardozo,Midday,7.5
Shady Grove,Union Station,Midday,124.72727272727273
Shady Grove,Van Dorn Street,Midday,1.0454545454545454
Shady Grove,Van Ness-UDC,Midday,20.40909090909091
Shady Grove,Vienna,Midday,5.2272727272727275
Shady Grove,Virginia Square-GMU,Midday,1.3181818181818181
Shady Grove,Waterfront,Midday,5.818181818181818
Shady Grove,West Falls Church,Midday,7.2272727272727275
Shady Grove,West Hyattsville,Midday,2.227272727272727
Shady Grove,Wheaton,Midday,3.0454545454545454
Shady Grove,White Flint,Midday,71.22727272727273
Shady Grove,Woodley Park-Zoo,Midday,69.22727272727273
Shaw-Howard University,Addison Road,Midday,4.681818181818182
Shaw-Howard University,Anacostia,Midday,46.81818181818182
Shaw-Howard University,Archives-Navy Memorial,Midday,36.13636363636363
Shaw-Howard University,Arlington Cemetery,Midday,0.7727272727272727
Shaw-Howard University,Ballston,Midday,7.181818181818182
Shaw-Howard University,Benning Road,Midday,12.363636363636363
Shaw-Howard University,Bethesda,Midday,6.090909090909091
Shaw-Howard University,Braddock Road,Midday,5.545454545454546
Shaw-Howard University,Branch Avenue,Midday,11.863636363636363
Shaw-Howard University,Brookland,Midday,8.954545454545455
Shaw-Howard University,Capitol Heights,Midday,4.363636363636363
Shaw-Howard University,Capitol South,Midday,11.090909090909092
Shaw-Howard University,Cheverly,Midday,1.8636363636363635
Shaw-Howard University,Clarendon,Midday,3.272727272727273
Shaw-Howard University,Cleveland Park,Midday,4.636363636363637
Shaw-Howard University,College Park-U of MD,Midday,12.954545454545455
Shaw-Howard University,Columbia Heights,Midday,90.04545454545455
Shaw-Howard University,Congress Heights,Midday,17.636363636363637
Shaw-Howard University,Court House,Midday,4.818181818181818
Shaw-Howard University,Crystal City,Midday,12.954545454545455
Shaw-Howard University,Deanwood,Midday,5.181818181818182
Shaw-Howard University,Dunn Loring,Midday,1.8181818181818181
Shaw-Howard University,Dupont Circle,Midday,16.272727272727273
Shaw-Howard University,East Falls Church,Midday,1.3636363636363635
Shaw-Howard University,Eastern Market,Midday,11.636363636363637
Shaw-Howard University,Eisenhower Avenue,Midday,1.0909090909090908
Shaw-Howard University,Farragut North,Midday,41.59090909090909
Shaw-Howard University,Farragut West,Midday,11.0
Shaw-Howard University,Federal Center SW,Midday,4.363636363636363
Shaw-Howard University,Federal Triangle,Midday,5.954545454545454
Shaw-Howard University,Foggy Bottom,Midday,29.363636363636363
Shaw-Howard University,Forest Glen,Midday,1.0909090909090908
Shaw-Howard University,Fort Totten,Midday,20.09090909090909
Shaw-Howard University,Franconia-Springfield,Midday,4.863636363636363
Shaw-Howard University,Friendship Heights,Midday,8.272727272727273
Shaw-Howard University,Gallery Place-Chinatown,Midday,98.63636363636364
Shaw-Howard University,Georgia Avenue-Petworth,Midday,17.772727272727273
Shaw-Howard University,Glenmont,Midday,4.954545454545454
Shaw-Howard University,Greenbelt,Midday,16.545454545454547
Shaw-Howard University,Grosvenor,Midday,1.2727272727272727
Shaw-Howard University,Huntington,Midday,5.863636363636363
Shaw-Howard University,Judiciary Square,Midday,9.227272727272727
Shaw-Howard University,King Street,Midday,13.090909090909092
Shaw-Howard University,Landover,Midday,3.1818181818181817
Shaw-Howard University,Largo Town Center,Midday,7.318181818181818
Shaw-Howard University,L'Enfant Plaza,Midday,35.13636363636363
Shaw-Howard University,McPherson Square,Midday,6.409090909090909
Shaw-Howard University,Medical Center,Midday,3.6818181818181817
Shaw-Howard University,Metro Center,Midday,28.727272727272727
Shaw-Howard University,Minnesota Avenue,Midday,14.818181818181818
Shaw-Howard University,Morgan Blvd.,Midday,2.8636363636363638
Shaw-Howard University,Mt. Vernon Square-UDC,Midday,11.545454545454545
Shaw-Howard University,Navy Yard,Midday,14.363636363636363
Shaw-Howard University,Naylor Road,Midday,11.636363636363637
Shaw-Howard University,New Carrollton,Midday,9.227272727272727
Shaw-Howard University,New York Ave,Midday,6.363636363636363
Shaw-Howard University,Pentagon,Midday,12.363636363636363
Shaw-Howard University,Pentagon City,Midday,40.36363636363637
Shaw-Howard University,Potomac Avenue,Midday,9.772727272727273
Shaw-Howard University,Prince George's Plaza,Midday,44.72727272727273
Shaw-Howard University,Reagan Washington National Airport,Midday,22.181818181818183
Shaw-Howard University,Rhode Island Avenue,Midday,15.136363636363637
Shaw-Howard University,Rockville,Midday,3.1818181818181817
Shaw-Howard University,Rosslyn,Midday,10.545454545454545
Shaw-Howard University,Shady Grove,Midday,5.2727272727272725
Shaw-Howard University,Shaw-Howard University,Midday,16.454545454545453
Shaw-Howard University,Silver Spring,Midday,18.40909090909091
Shaw-Howard University,Smithsonian,Midday,9.5
Shaw-Howard University,Southern Avenue,Midday,14.454545454545455
Shaw-Howard University,Stadium-Armory,Midday,7.863636363636363
Shaw-Howard University,Suitland,Midday,12.681818181818182
Shaw-Howard University,Takoma,Midday,7.2727272727272725
Shaw-Howard University,Tenleytown-AU,Midday,8.636363636363637
Shaw-Howard University,Twinbrook,Midday,1.8636363636363635
Shaw-Howard University,U Street-Cardozo,Midday,13.090909090909092
Shaw-Howard University,Union Station,Midday,41.95454545454545
Shaw-Howard University,Van Dorn Street,Midday,1.7272727272727273
Shaw-Howard University,Van Ness-UDC,Midday,8.318181818181818
Shaw-Howard University,Vienna,Midday,5.954545454545454
Shaw-Howard University,Virginia Square-GMU,Midday,0.8636363636363636
Shaw-Howard University,Waterfront,Midday,20.0
Shaw-Howard University,West Falls Church,Midday,6.409090909090909
Shaw-Howard University,West Hyattsville,Midday,13.227272727272727
Shaw-Howard University,Wheaton,Midday,7.0
Shaw-Howard University,White Flint,Midday,2.3636363636363638
Shaw-Howard University,Woodley Park-Zoo,Midday,5.045454545454546
Silver Spring,Addison Road,Midday,9.5
Silver Spring,Anacostia,Midday,25.727272727272727
Silver Spring,Archives-Navy Memorial,Midday,13.090909090909092
Silver Spring,Arlington Cemetery,Midday,7.681818181818182
Silver Spring,Ballston,Midday,20.636363636363637
Silver Spring,Benning Road,Midday,5.2272727272727275
Silver Spring,Bethesda,Midday,6.318181818181818
Silver Spring,Braddock Road,Midday,4.2272727272727275
Silver Spring,Branch Avenue,Midday,13.090909090909092
Silver Spring,Brookland,Midday,114.86363636363636
Silver Spring,Capitol Heights,Midday,5.0
Silver Spring,Capitol South,Midday,17.545454545454547
Silver Spring,Cheverly,Midday,1.0454545454545454
Silver Spring,Clarendon,Midday,6.045454545454546
Silver Spring,Cleveland Park,Midday,11.409090909090908
Silver Spring,College Park-U of MD,Midday,44.40909090909091
Silver Spring,Columbia Heights,Midday,43.86363636363637
Silver Spring,Congress Heights,Midday,7.090909090909091
Silver Spring,Court House,Midday,8.363636363636363
Silver Spring,Crystal City,Midday,15.227272727272727
Silver Spring,Deanwood,Midday,2.272727272727273
Silver Spring,Dunn Loring,Midday,6.954545454545454
Silver Spring,Dupont Circle,Midday,118.13636363636364
Silver Spring,East Falls Church,Midday,3.909090909090909
Silver Spring,Eastern Market,Midday,11.5
Silver Spring,Eisenhower Avenue,Midday,2.3636363636363638
Silver Spring,Farragut North,Midday,250.72727272727272
Silver Spring,Farragut West,Midday,16.727272727272727
Silver Spring,Federal Center SW,Midday,11.272727272727273
Silver Spring,Federal Triangle,Midday,28.181818181818183
Silver Spring,Foggy Bottom,Midday,71.31818181818181
Silver Spring,Forest Glen,Midday,19.0
Silver Spring,Fort Totten,Midday,50.72727272727273
Silver Spring,Franconia-Springfield,Midday,8.454545454545455
Silver Spring,Friendship Heights,Midday,13.545454545454545
Silver Spring,Gallery Place-Chinatown,Midday,146.3181818181818
Silver Spring,Georgia Avenue-Petworth,Midday,20.227272727272727
Silver Spring,Glenmont,Midday,72.81818181818181
Silver Spring,Greenbelt,Midday,33.36363636363637
Silver Spring,Grosvenor,Midday,1.9545454545454546
Silver Spring,Huntington,Midday,7.954545454545454
Silver Spring,Judiciary Square,Midday,88.9090909090909
Silver Spring,King Street,Midday,18.954545454545453
Silver Spring,Landover,Midday,5.0
Silver Spring,Largo Town Center,Midday,15.363636363636363
Silver Spring,L'Enfant Plaza,Midday,46.31818181818182
Silver Spring,McPherson Square,Midday,27.59090909090909
Silver Spring,Medical Center,Midday,2.4545454545454546
Silver Spring,Metro Center,Midday,211.86363636363637
Silver Spring,Minnesota Avenue,Midday,9.318181818181818
Silver Spring,Morgan Blvd.,Midday,3.6818181818181817
Silver Spring,Mt. Vernon Square-UDC,Midday,16.59090909090909
Silver Spring,Navy Yard,Midday,17.272727272727273
Silver Spring,Naylor Road,Midday,13.272727272727273
Silver Spring,New Carrollton,Midday,8.272727272727273
Silver Spring,New York Ave,Midday,52.31818181818182
Silver Spring,Pentagon,Midday,19.727272727272727
Silver Spring,Pentagon City,Midday,31.5
Silver Spring,Potomac Avenue,Midday,8.909090909090908
Silver Spring,Prince George's Plaza,Midday,26.09090909090909
Silver Spring,Reagan Washington National Airport,Midday,42.95454545454545
Silver Spring,Rhode Island Avenue,Midday,52.0
Silver Spring,Rockville,Midday,12.136363636363637
Silver Spring,Rosslyn,Midday,28.545454545454547
Silver Spring,Shady Grove,Midday,21.181818181818183
Silver Spring,Shaw-Howard University,Midday,19.727272727272727
Silver Spring,Silver Spring,Midday,34.5
Silver Spring,Smithsonian,Midday,81.13636363636364
Silver Spring,Southern Avenue,Midday,15.636363636363637
Silver Spring,Stadium-Armory,Midday,3.909090909090909
Silver Spring,Suitland,Midday,19.5
Silver Spring,Takoma,Midday,52.72727272727273
Silver Spring,Tenleytown-AU,Midday,23.636363636363637
Silver Spring,Twinbrook,Midday,4.0
Silver Spring,U Street-Cardozo,Midday,24.0
Silver Spring,Union Station,Midday,266.59090909090907
Silver Spring,Van Dorn Street,Midday,3.9545454545454546
Silver Spring,Van Ness-UDC,Midday,19.454545454545453
Silver Spring,Vienna,Midday,11.863636363636363
Silver Spring,Virginia Square-GMU,Midday,4.454545454545454
Silver Spring,Waterfront,Midday,16.818181818181817
Silver Spring,West Falls Church,Midday,11.909090909090908
Silver Spring,West Hyattsville,Midday,25.90909090909091
Silver Spring,Wheaton,Midday,96.86363636363636
Silver Spring,White Flint,Midday,3.909090909090909
Silver Spring,Woodley Park-Zoo,Midday,31.863636363636363
Smithsonian,Addison Road,Midday,7.636363636363637
Smithsonian,Anacostia,Midday,18.681818181818183
Smithsonian,Archives-Navy Memorial,Midday,16.0
Smithsonian,Arlington Cemetery,Midday,62.13636363636363
Smithsonian,Ballston,Midday,41.09090909090909
Smithsonian,Benning Road,Midday,23.181818181818183
Smithsonian,Bethesda,Midday,26.318181818181817
Smithsonian,Braddock Road,Midday,9.363636363636363
Smithsonian,Branch Avenue,Midday,25.0
Smithsonian,Brookland,Midday,13.181818181818182
Smithsonian,Capitol Heights,Midday,9.954545454545455
Smithsonian,Capitol South,Midday,70.0
Smithsonian,Cheverly,Midday,8.818181818181818
Smithsonian,Clarendon,Midday,16.5
Smithsonian,Cleveland Park,Midday,16.09090909090909
Smithsonian,College Park-U of MD,Midday,15.636363636363637
Smithsonian,Columbia Heights,Midday,13.363636363636363
Smithsonian,Congress Heights,Midday,8.863636363636363
Smithsonian,Court House,Midday,24.318181818181817
Smithsonian,Crystal City,Midday,49.09090909090909
Smithsonian,Deanwood,Midday,4.7727272727272725
Smithsonian,Dunn Loring,Midday,26.40909090909091
Smithsonian,Dupont Circle,Midday,68.0909090909091
Smithsonian,East Falls Church,Midday,23.454545454545453
Smithsonian,Eastern Market,Midday,41.86363636363637
Smithsonian,Eisenhower Avenue,Midday,4.2272727272727275
Smithsonian,Farragut North,Midday,14.818181818181818
Smithsonian,Farragut West,Midday,118.27272727272727
Smithsonian,Federal Center SW,Midday,35.68181818181818
Smithsonian,Federal Triangle,Midday,37.68181818181818
Smithsonian,Foggy Bottom,Midday,105.9090909090909
Smithsonian,Forest Glen,Midday,4.181818181818182
Smithsonian,Fort Totten,Midday,5.636363636363637
Smithsonian,Franconia-Springfield,Midday,40.68181818181818
Smithsonian,Friendship Heights,Midday,27.545454545454547
Smithsonian,Gallery Place-Chinatown,Midday,72.68181818181819
Smithsonian,Georgia Avenue-Petworth,Midday,4.136363636363637
Smithsonian,Glenmont,Midday,14.909090909090908
Smithsonian,Greenbelt,Midday,19.727272727272727
Smithsonian,Grosvenor,Midday,24.954545454545453
Smithsonian,Huntington,Midday,20.227272727272727
Smithsonian,Judiciary Square,Midday,7.454545454545454
Smithsonian,King Street,Midday,33.77272727272727
Smithsonian,Landover,Midday,10.181818181818182
Smithsonian,Largo Town Center,Midday,21.636363636363637
Smithsonian,L'Enfant Plaza,Midday,35.31818181818182
Smithsonian,McPherson Square,Midday,78.27272727272727
Smithsonian,Medical Center,Midday,5.636363636363637
Smithsonian,Metro Center,Midday,131.0909090909091
Smithsonian,Minnesota Avenue,Midday,12.454545454545455
Smithsonian,Morgan Blvd.,Midday,8.454545454545455
Smithsonian,Mt. Vernon Square-UDC,Midday,5.454545454545454
Smithsonian,Navy Yard,Midday,12.136363636363637
Smithsonian,Naylor Road,Midday,4.818181818181818
Smithsonian,New Carrollton,Midday,74.81818181818181
Smithsonian,New York Ave,Midday,15.136363636363637
Smithsonian,Pentagon,Midday,24.181818181818183
Smithsonian,Pentagon City,Midday,83.68181818181819
Smithsonian,Potomac Avenue,Midday,15.772727272727273
Smithsonian,Prince George's Plaza,Midday,6.363636363636363
Smithsonian,Reagan Washington National Airport,Midday,20.545454545454547
Smithsonian,Rhode Island Avenue,Midday,9.090909090909092
Smithsonian,Rockville,Midday,11.545454545454545
Smithsonian,Rosslyn,Midday,62.95454545454545
Smithsonian,Shady Grove,Midday,65.31818181818181
Smithsonian,Shaw-Howard University,Midday,4.090909090909091
Smithsonian,Silver Spring,Midday,26.272727272727273
Smithsonian,Smithsonian,Midday,43.90909090909091
Smithsonian,Southern Avenue,Midday,8.636363636363637
Smithsonian,Stadium-Armory,Midday,26.272727272727273
Smithsonian,Suitland,Midday,9.227272727272727
Smithsonian,Takoma,Midday,21.40909090909091
Smithsonian,Tenleytown-AU,Midday,32.54545454545455
Smithsonian,Twinbrook,Midday,8.863636363636363
Smithsonian,U Street-Cardozo,Midday,16.0
Smithsonian,Union Station,Midday,118.13636363636364
Smithsonian,Van Dorn Street,Midday,11.363636363636363
Smithsonian,Van Ness-UDC,Midday,14.409090909090908
Smithsonian,Vienna,Midday,84.18181818181819
Smithsonian,Virginia Square-GMU,Midday,10.0
Smithsonian,Waterfront,Midday,9.181818181818182
Smithsonian,West Falls Church,Midday,46.68181818181818
Smithsonian,West Hyattsville,Midday,6.409090909090909
Smithsonian,Wheaton,Midday,7.181818181818182
Smithsonian,White Flint,Midday,7.181818181818182
Smithsonian,Woodley Park-Zoo,Midday,56.68181818181818
Southern Avenue,Addison Road,Midday,4.863636363636363
Southern Avenue,Anacostia,Midday,27.636363636363637
Southern Avenue,Archives-Navy Memorial,Midday,42.54545454545455
Southern Avenue,Arlington Cemetery,Midday,0.13636363636363635
Southern Avenue,Ballston,Midday,9.409090909090908
Southern Avenue,Benning Road,Midday,5.7272727272727275
Southern Avenue,Bethesda,Midday,7.409090909090909
Southern Avenue,Braddock Road,Midday,4.045454545454546
Southern Avenue,Branch Avenue,Midday,15.409090909090908
Southern Avenue,Brookland,Midday,13.090909090909092
Southern Avenue,Capitol Heights,Midday,3.6818181818181817
Southern Avenue,Capitol South,Midday,7.363636363636363
Southern Avenue,Cheverly,Midday,2.272727272727273
Southern Avenue,Clarendon,Midday,2.9545454545454546
Southern Avenue,Cleveland Park,Midday,3.090909090909091
Southern Avenue,College Park-U of MD,Midday,5.863636363636363
Southern Avenue,Columbia Heights,Midday,40.86363636363637
Southern Avenue,Congress Heights,Midday,7.954545454545454
Southern Avenue,Court House,Midday,2.4545454545454546
Southern Avenue,Crystal City,Midday,8.318181818181818
Southern Avenue,Deanwood,Midday,4.318181818181818
Southern Avenue,Dunn Loring,Midday,2.227272727272727
Southern Avenue,Dupont Circle,Midday,16.5
Southern Avenue,East Falls Church,Midday,2.090909090909091
Southern Avenue,Eastern Market,Midday,6.5
Southern Avenue,Eisenhower Avenue,Midday,2.5454545454545454
Southern Avenue,Farragut North,Midday,28.318181818181817
Southern Avenue,Farragut West,Midday,30.363636363636363
Southern Avenue,Federal Center SW,Midday,5.090909090909091
Southern Avenue,Federal Triangle,Midday,9.681818181818182
Southern Avenue,Foggy Bottom,Midday,32.13636363636363
Southern Avenue,Forest Glen,Midday,0.4090909090909091
Southern Avenue,Fort Totten,Midday,15.227272727272727
Southern Avenue,Franconia-Springfield,Midday,4.318181818181818
Southern Avenue,Friendship Heights,Midday,10.772727272727273
Southern Avenue,Gallery Place-Chinatown,Midday,76.22727272727273
Southern Avenue,Georgia Avenue-Petworth,Midday,17.772727272727273
Southern Avenue,Glenmont,Midday,2.772727272727273
Southern Avenue,Greenbelt,Midday,8.318181818181818
Southern Avenue,Grosvenor,Midday,0.4090909090909091
Southern Avenue,Huntington,Midday,6.363636363636363
Southern Avenue,Judiciary Square,Midday,9.0
Southern Avenue,King Street,Midday,8.045454545454545
Southern Avenue,Landover,Midday,3.4545454545454546
Southern Avenue,Largo Town Center,Midday,13.818181818181818
Southern Avenue,L'Enfant Plaza,Midday,35.86363636363637
Southern Avenue,McPherson Square,Midday,27.318181818181817
Southern Avenue,Medical Center,Midday,5.2272727272727275
Southern Avenue,Metro Center,Midday,27.636363636363637
Southern Avenue,Minnesota Avenue,Midday,12.590909090909092
Southern Avenue,Morgan Blvd.,Midday,2.6363636363636362
Southern Avenue,Mt. Vernon Square-UDC,Midday,14.0
Southern Avenue,Navy Yard,Midday,21.681818181818183
Southern Avenue,Naylor Road,Midday,20.227272727272727
Southern Avenue,New Carrollton,Midday,13.590909090909092
Southern Avenue,New York Ave,Midday,12.090909090909092
Southern Avenue,Pentagon,Midday,11.590909090909092
Southern Avenue,Pentagon City,Midday,38.45454545454545
Southern Avenue,Potomac Avenue,Midday,3.227272727272727
Southern Avenue,Prince George's Plaza,Midday,19.90909090909091
Southern Avenue,Reagan Washington National Airport,Midday,12.090909090909092
Southern Avenue,Rhode Island Avenue,Midday,17.681818181818183
Southern Avenue,Rockville,Midday,4.363636363636363
Southern Avenue,Rosslyn,Midday,12.681818181818182
Southern Avenue,Shady Grove,Midday,2.727272727272727
Southern Avenue,Shaw-Howard University,Midday,21.818181818181817
Southern Avenue,Silver Spring,Midday,20.363636363636363
Southern Avenue,Smithsonian,Midday,6.681818181818182
Southern Avenue,Southern Avenue,Midday,8.590909090909092
Southern Avenue,Stadium-Armory,Midday,8.272727272727273
Southern Avenue,Suitland,Midday,25.40909090909091
Southern Avenue,Takoma,Midday,3.6363636363636362
Southern Avenue,Tenleytown-AU,Midday,10.909090909090908
Southern Avenue,Twinbrook,Midday,1.8181818181818181
Southern Avenue,U Street-Cardozo,Midday,18.181818181818183
Southern Avenue,Union Station,Midday,33.63636363636363
Southern Avenue,Van Dorn Street,Midday,3.5454545454545454
Southern Avenue,Van Ness-UDC,Midday,7.7727272727272725
Southern Avenue,Vienna,Midday,3.6818181818181817
Southern Avenue,Virginia Square-GMU,Midday,3.772727272727273
Southern Avenue,Waterfront,Midday,15.136363636363637
Southern Avenue,West Falls Church,Midday,6.818181818181818
Southern Avenue,West Hyattsville,Midday,5.181818181818182
Southern Avenue,Wheaton,Midday,5.681818181818182
Southern Avenue,White Flint,Midday,4.2272727272727275
Southern Avenue,Woodley Park-Zoo,Midday,6.136363636363637
Stadium-Armory,Addison Road,Midday,19.0
Stadium-Armory,Anacostia,Midday,13.5
Stadium-Armory,Archives-Navy Memorial,Midday,13.272727272727273
Stadium-Armory,Arlington Cemetery,Midday,0.6363636363636364
Stadium-Armory,Ballston,Midday,5.590909090909091
Stadium-Armory,Benning Road,Midday,20.545454545454547
Stadium-Armory,Bethesda,Midday,2.1818181818181817
Stadium-Armory,Braddock Road,Midday,2.6363636363636362
Stadium-Armory,Branch Avenue,Midday,2.1363636363636362
Stadium-Armory,Brookland,Midday,5.7727272727272725
Stadium-Armory,Capitol Heights,Midday,9.590909090909092
Stadium-Armory,Capitol South,Midday,15.363636363636363
Stadium-Armory,Cheverly,Midday,3.1363636363636362
Stadium-Armory,Clarendon,Midday,2.5454545454545454
Stadium-Armory,Cleveland Park,Midday,2.0
Stadium-Armory,College Park-U of MD,Midday,1.3181818181818181
Stadium-Armory,Columbia Heights,Midday,22.818181818181817
Stadium-Armory,Congress Heights,Midday,3.090909090909091
Stadium-Armory,Court House,Midday,2.590909090909091
Stadium-Armory,Crystal City,Midday,4.590909090909091
Stadium-Armory,Deanwood,Midday,9.0
Stadium-Armory,Dunn Loring,Midday,1.5
Stadium-Armory,Dupont Circle,Midday,13.545454545454545
Stadium-Armory,East Falls Church,Midday,1.2272727272727273
Stadium-Armory,Eastern Market,Midday,40.45454545454545
Stadium-Armory,Eisenhower Avenue,Midday,0.22727272727272727
Stadium-Armory,Farragut North,Midday,5.045454545454546
Stadium-Armory,Farragut West,Midday,30.454545454545453
Stadium-Armory,Federal Center SW,Midday,18.181818181818183
Stadium-Armory,Federal Triangle,Midday,12.772727272727273
Stadium-Armory,Foggy Bottom,Midday,31.181818181818183
Stadium-Armory,Forest Glen,Midday,0.6363636363636364
Stadium-Armory,Fort Totten,Midday,5.7727272727272725
Stadium-Armory,Franconia-Springfield,Midday,1.6363636363636365
Stadium-Armory,Friendship Heights,Midday,5.681818181818182
Stadium-Armory,Gallery Place-Chinatown,Midday,15.681818181818182
Stadium-Armory,Georgia Avenue-Petworth,Midday,9.272727272727273
Stadium-Armory,Glenmont,Midday,1.0909090909090908
Stadium-Armory,Greenbelt,Midday,1.3636363636363635
Stadium-Armory,Grosvenor,Midday,0.22727272727272727
Stadium-Armory,Huntington,Midday,1.6363636363636365
Stadium-Armory,Judiciary Square,Midday,12.5
Stadium-Armory,King Street,Midday,7.136363636363637
Stadium-Armory,Landover,Midday,5.363636363636363
Stadium-Armory,Largo Town Center,Midday,14.909090909090908
Stadium-Armory,L'Enfant Plaza,Midday,18.59090909090909
Stadium-Armory,McPherson Square,Midday,27.5
Stadium-Armory,Medical Center,Midday,1.3636363636363635
Stadium-Armory,Metro Center,Midday,33.95454545454545
Stadium-Armory,Minnesota Avenue,Midday,22.5
Stadium-Armory,Morgan Blvd.,Midday,5.7272727272727275
Stadium-Armory,Mt. Vernon Square-UDC,Midday,5.636363636363637
Stadium-Armory,Navy Yard,Midday,11.681818181818182
