ent_station,ext_station,ent_time_period,riders_average_saturday,trip_length
forest glen,west hyattsville,PM Peak,2.25,4
forest glen,wheaton,PM Peak,6.0,1
forest glen,north bethesda,PM Peak,0.25,21
forest glen,woodley park,PM Peak,3.5,13
fort totten,addison road,PM Peak,7.75,16
fort totten,anacostia,PM Peak,36.25,11
fort totten,archives,PM Peak,29.25,7
fort totten,arlington cemetery,PM Peak,0.75,10
fort totten,ballston-mu,PM Peak,5.25,15
fort totten,benning road,PM Peak,13.5,14
fort totten,bethesda,PM Peak,10.5,15
fort totten,braddock road,PM Peak,4.5,14
fort totten,branch avenue,PM Peak,13.75,16
fort totten,brookland cua,PM Peak,27.0,1
fort totten,capitol heights,PM Peak,6.5,15
fort totten,capitol south,PM Peak,3.25,10
fort totten,cheverly,PM Peak,0.5,16
fort totten,clarendon,PM Peak,3.75,13
fort totten,cleveland park,PM Peak,5.75,11
fort totten,college park university of maryland,PM Peak,3.75,3
fort totten,columbia heights,PM Peak,156.75,2
fort totten,congress heights,PM Peak,9.5,12
fort totten,court house,PM Peak,4.0,12
fort totten,crystal city,PM Peak,9.75,11
fort totten,deanwood,PM Peak,5.0,15
fort totten,dunn loring,PM Peak,2.0,18
fort totten,dupont circle,PM Peak,50.5,9
fort totten,east falls church,PM Peak,2.0,16
fort totten,eastern market,PM Peak,7.0,11
fort totten,eisenhower avenue,PM Peak,1.75,16
fort totten,farragut north,PM Peak,40.5,8
fort totten,farragut west,PM Peak,2.5,9
fort totten,federal center sw,PM Peak,0.25,9
fort totten,federal triangle,PM Peak,3.25,8
fort totten,foggy bottom gwu,PM Peak,26.75,10
fort totten,forest glen,PM Peak,2.0,3
fort totten,fort totten,PM Peak,45.25,0
fort totten,franconia springfield,PM Peak,4.75,17
fort totten,friendship heights,PM Peak,9.75,14
fort totten,gallery place,PM Peak,173.25,6
fort totten,georgia avenue petworth,PM Peak,60.25,1
fort totten,glenmont,PM Peak,16.75,5
fort totten,greenbelt,PM Peak,12.25,4
fort totten,grosvenor strathmore,PM Peak,0.5,17
fort totten,huntington,PM Peak,9.25,17
fort totten,judiciary square,PM Peak,6.25,5
fort totten,king street old town,PM Peak,7.5,15
fort totten,landover,PM Peak,4.5,17
fort totten,largo,PM Peak,13.25,18
fort totten,l'enfant plaza,PM Peak,25.75,8
fort totten,mcpherson square,PM Peak,6.5,8
fort totten,medical center,PM Peak,2.75,16
fort totten,metro center,PM Peak,57.5,7
fort totten,minnesota avenue,PM Peak,15.25,14
fort totten,morgan boulevard,PM Peak,2.25,17
fort totten,mount vernon square,PM Peak,20.75,5
fort totten,navy yard ballpark,PM Peak,56.75,10
fort totten,naylor road,PM Peak,19.5,14
fort totten,new carrollton,PM Peak,5.0,18
fort totten,noma gallaudet u,PM Peak,22.5,3
fort totten,pentagon,PM Peak,6.5,9
fort totten,pentagon city,PM Peak,36.5,10
fort totten,potomac avenue,PM Peak,8.5,12
fort totten,hyattsville crossing,PM Peak,27.5,2
fort totten,national airport,PM Peak,9.0,12
fort totten,rhode island avenue,PM Peak,52.75,2
fort totten,rockville,PM Peak,4.0,20
fort totten,rosslyn,PM Peak,6.5,11
fort totten,shady grove,PM Peak,12.5,21
fort totten,shaw howard university,PM Peak,25.0,4
fort totten,silver spring,PM Peak,76.75,2
fort totten,smithsonian,PM Peak,18.75,9
fort totten,southern avenue,PM Peak,26.75,13
fort totten,stadium armory,PM Peak,16.25,13
fort totten,suitland,PM Peak,28.5,15
fort totten,takoma,PM Peak,15.75,1
fort totten,tenleytown au,PM Peak,5.5,13
fort totten,twinbrook,PM Peak,1.5,19
fort totten,u street,PM Peak,86.75,3
fort totten,union station,PM Peak,53.5,4
fort totten,van dorn street,PM Peak,2.0,16
fort totten,van ness udc,PM Peak,6.75,12
fort totten,vienna,PM Peak,3.0,19
fort totten,virginia square gmu,PM Peak,1.0,14
fort totten,waterfront,PM Peak,24.5,9
fort totten,west falls church,PM Peak,3.25,17
fort totten,west hyattsville,PM Peak,14.5,1
fort totten,wheaton,PM Peak,40.75,4
fort totten,north bethesda,PM Peak,1.5,18
fort totten,woodley park,PM Peak,20.5,10
franconia springfield,addison road,PM Peak,2.0,17
franconia springfield,anacostia,PM Peak,3.75,12
franconia springfield,archives,PM Peak,8.0,10
franconia springfield,arlington cemetery,PM Peak,5.5,9
franconia springfield,ballston-mu,PM Peak,7.25,14
franconia springfield,benning road,PM Peak,2.25,15
franconia springfield,bethesda,PM Peak,2.5,20
franconia springfield,braddock road,PM Peak,10.5,3
franconia springfield,branch avenue,PM Peak,2.25,17
franconia springfield,brookland cua,PM Peak,2.75,16
franconia springfield,capitol heights,PM Peak,1.0,16
franconia springfield,capitol south,PM Peak,11.0,11
franconia springfield,cheverly,PM Peak,1.0,17
franconia springfield,clarendon,PM Peak,8.0,12
franconia springfield,cleveland park,PM Peak,4.25,16
franconia springfield,college park university of maryland,PM Peak,0.75,20
franconia springfield,columbia heights,PM Peak,7.75,15
franconia springfield,congress heights,PM Peak,1.25,13
franconia springfield,court house,PM Peak,3.75,11
franconia springfield,crystal city,PM Peak,17.0,6
franconia springfield,deanwood,PM Peak,0.75,16
franconia springfield,dunn loring,PM Peak,0.5,17
franconia springfield,dupont circle,PM Peak,20.75,14
franconia springfield,east falls church,PM Peak,2.75,15
franconia springfield,eastern market,PM Peak,7.5,12
franconia springfield,eisenhower avenue,PM Peak,3.75,3
franconia springfield,farragut north,PM Peak,1.75,13
franconia springfield,farragut west,PM Peak,26.0,12
franconia springfield,federal center sw,PM Peak,2.0,10
franconia springfield,federal triangle,PM Peak,13.5,11
franconia springfield,foggy bottom gwu,PM Peak,42.5,11
franconia springfield,forest glen,PM Peak,0.25,20
franconia springfield,fort totten,PM Peak,7.25,17
franconia springfield,franconia springfield,PM Peak,14.0,0
franconia springfield,friendship heights,PM Peak,3.75,19
franconia springfield,gallery place,PM Peak,52.25,11
franconia springfield,georgia avenue petworth,PM Peak,2.75,16
franconia springfield,glenmont,PM Peak,2.0,22
franconia springfield,greenbelt,PM Peak,2.5,21
franconia springfield,grosvenor strathmore,PM Peak,0.5,22
franconia springfield,huntington,PM Peak,15.5,4
franconia springfield,judiciary square,PM Peak,1.5,12
franconia springfield,king street old town,PM Peak,47.25,2
franconia springfield,landover,PM Peak,0.5,18
franconia springfield,largo,PM Peak,2.75,19
franconia springfield,l'enfant plaza,PM Peak,13.25,9
franconia springfield,mcpherson square,PM Peak,12.25,13
franconia springfield,metro center,PM Peak,21.75,12
franconia springfield,minnesota avenue,PM Peak,1.25,15
franconia springfield,morgan boulevard,PM Peak,1.0,18
franconia springfield,mount vernon square,PM Peak,4.5,12
franconia springfield,navy yard ballpark,PM Peak,162.25,11
franconia springfield,naylor road,PM Peak,3.25,15
franconia springfield,new carrollton,PM Peak,4.25,19
franconia springfield,noma gallaudet u,PM Peak,1.5,14
franconia springfield,pentagon,PM Peak,5.5,8
franconia springfield,pentagon city,PM Peak,41.0,7
franconia springfield,potomac avenue,PM Peak,2.0,13
franconia springfield,hyattsville crossing,PM Peak,1.75,19
franconia springfield,national airport,PM Peak,11.75,5
franconia springfield,rhode island avenue,PM Peak,1.0,15
franconia springfield,rockville,PM Peak,2.0,25
franconia springfield,rosslyn,PM Peak,16.5,10
franconia springfield,shady grove,PM Peak,3.0,26
franconia springfield,shaw howard university,PM Peak,1.5,13
franconia springfield,silver spring,PM Peak,9.75,19
franconia springfield,smithsonian,PM Peak,53.25,10
franconia springfield,southern avenue,PM Peak,2.75,14
franconia springfield,stadium armory,PM Peak,66.5,14
franconia springfield,suitland,PM Peak,3.0,16
franconia springfield,takoma,PM Peak,1.5,18
franconia springfield,tenleytown au,PM Peak,4.0,18
franconia springfield,twinbrook,PM Peak,1.75,24
franconia springfield,u street,PM Peak,10.75,14
franconia springfield,union station,PM Peak,15.25,13
franconia springfield,van dorn street,PM Peak,12.0,1
franconia springfield,van ness udc,PM Peak,1.0,17
franconia springfield,vienna,PM Peak,3.25,18
franconia springfield,virginia square gmu,PM Peak,1.25,13
franconia springfield,waterfront,PM Peak,3.0,10
franconia springfield,west falls church,PM Peak,2.75,16
franconia springfield,west hyattsville,PM Peak,0.25,18
franconia springfield,wheaton,PM Peak,2.0,21
franconia springfield,north bethesda,PM Peak,1.0,23
franconia springfield,woodley park,PM Peak,11.75,15
friendship heights,addison road,PM Peak,4.75,18
friendship heights,anacostia,PM Peak,9.0,13
friendship heights,archives,PM Peak,1.0,9
friendship heights,arlington cemetery,PM Peak,0.5,12
friendship heights,ballston-mu,PM Peak,8.5,15
friendship heights,benning road,PM Peak,6.25,16
friendship heights,bethesda,PM Peak,110.0,1
friendship heights,braddock road,PM Peak,1.75,16
friendship heights,branch avenue,PM Peak,6.0,18
friendship heights,brookland cua,PM Peak,9.25,13
friendship heights,capitol heights,PM Peak,2.25,17
friendship heights,capitol south,PM Peak,3.75,12
friendship heights,cheverly,PM Peak,1.5,18
friendship heights,clarendon,PM Peak,5.5,13
friendship heights,cleveland park,PM Peak,54.25,3
friendship heights,college park university of maryland,PM Peak,0.5,17
friendship heights,columbia heights,PM Peak,10.5,12
friendship heights,congress heights,PM Peak,4.5,14
friendship heights,court house,PM Peak,5.25,12
friendship heights,crystal city,PM Peak,6.5,13
friendship heights,deanwood,PM Peak,1.75,17
friendship heights,dunn loring,PM Peak,3.0,18
friendship heights,dupont circle,PM Peak,171.5,5
friendship heights,east falls church,PM Peak,3.5,16
friendship heights,eastern market,PM Peak,11.25,13
friendship heights,eisenhower avenue,PM Peak,0.25,18
friendship heights,farragut north,PM Peak,43.5,6
friendship heights,farragut west,PM Peak,0.25,9
friendship heights,federal center sw,PM Peak,1.0,11
friendship heights,federal triangle,PM Peak,5.5,8
friendship heights,foggy bottom gwu,PM Peak,16.5,10
friendship heights,forest glen,PM Peak,1.5,17
friendship heights,fort totten,PM Peak,15.75,14
friendship heights,franconia springfield,PM Peak,2.75,19
friendship heights,friendship heights,PM Peak,45.0,0
friendship heights,gallery place,PM Peak,77.75,8
friendship heights,georgia avenue petworth,PM Peak,6.25,13
friendship heights,glenmont,PM Peak,4.75,19
friendship heights,greenbelt,PM Peak,1.0,18
friendship heights,grosvenor strathmore,PM Peak,30.25,3
friendship heights,huntington,PM Peak,7.0,19
friendship heights,judiciary square,PM Peak,9.5,9
friendship heights,king street old town,PM Peak,4.5,17
friendship heights,landover,PM Peak,3.25,19
friendship heights,largo,PM Peak,4.0,20
friendship heights,l'enfant plaza,PM Peak,4.25,10
friendship heights,mcpherson square,PM Peak,3.25,8
friendship heights,medical center,PM Peak,13.75,2
friendship heights,metro center,PM Peak,74.5,7
friendship heights,minnesota avenue,PM Peak,4.0,16
friendship heights,morgan boulevard,PM Peak,0.5,19
friendship heights,mount vernon square,PM Peak,5.0,9
friendship heights,navy yard ballpark,PM Peak,41.5,12
friendship heights,naylor road,PM Peak,2.0,16
friendship heights,new carrollton,PM Peak,7.75,20
friendship heights,noma gallaudet u,PM Peak,8.25,11
friendship heights,pentagon,PM Peak,2.5,11
friendship heights,pentagon city,PM Peak,24.5,12
friendship heights,potomac avenue,PM Peak,3.25,14
friendship heights,hyattsville crossing,PM Peak,3.0,16
friendship heights,national airport,PM Peak,2.0,14
friendship heights,rhode island avenue,PM Peak,14.0,12
friendship heights,rockville,PM Peak,32.75,6
friendship heights,rosslyn,PM Peak,7.75,11
friendship heights,shady grove,PM Peak,63.5,7
friendship heights,shaw howard university,PM Peak,4.5,10
friendship heights,silver spring,PM Peak,10.0,16
friendship heights,smithsonian,PM Peak,12.5,9
friendship heights,southern avenue,PM Peak,6.75,15
friendship heights,stadium armory,PM Peak,12.0,15
friendship heights,suitland,PM Peak,8.75,17
friendship heights,takoma,PM Peak,8.5,15
friendship heights,tenleytown au,PM Peak,52.75,1
friendship heights,twinbrook,PM Peak,42.0,5
friendship heights,u street,PM Peak,13.5,11
friendship heights,union station,PM Peak,53.75,10
friendship heights,van dorn street,PM Peak,2.0,18
friendship heights,van ness udc,PM Peak,51.25,2
friendship heights,vienna,PM Peak,3.75,19
friendship heights,virginia square gmu,PM Peak,2.5,14
friendship heights,waterfront,PM Peak,6.0,11
friendship heights,west falls church,PM Peak,1.75,17
friendship heights,west hyattsville,PM Peak,1.0,15
friendship heights,wheaton,PM Peak,2.5,18
friendship heights,north bethesda,PM Peak,26.25,4
friendship heights,woodley park,PM Peak,87.0,4
gallery place,addison road,PM Peak,15.0,10
gallery place,anacostia,PM Peak,138.25,5
gallery place,archives,PM Peak,14.75,1
gallery place,arlington cemetery,PM Peak,15.5,4
gallery place,ballston-mu,PM Peak,32.75,9
gallery place,benning road,PM Peak,15.0,8
gallery place,bethesda,PM Peak,161.75,9
gallery place,braddock road,PM Peak,43.75,8
gallery place,branch avenue,PM Peak,115.25,10
gallery place,brookland cua,PM Peak,103.75,5
gallery place,capitol heights,PM Peak,14.5,9
gallery place,capitol south,PM Peak,12.5,4
gallery place,cheverly,PM Peak,8.0,10
gallery place,clarendon,PM Peak,16.25,7
gallery place,cleveland park,PM Peak,75.25,5
gallery place,college park university of maryland,PM Peak,41.25,9
gallery place,columbia heights,PM Peak,327.0,4
gallery place,congress heights,PM Peak,42.25,6
gallery place,court house,PM Peak,18.75,6
gallery place,crystal city,PM Peak,141.5,5
gallery place,deanwood,PM Peak,8.5,9
gallery place,dunn loring,PM Peak,22.75,12
gallery place,dupont circle,PM Peak,340.5,3
gallery place,east falls church,PM Peak,26.5,10
gallery place,eastern market,PM Peak,39.5,5
gallery place,eisenhower avenue,PM Peak,32.25,10
gallery place,farragut north,PM Peak,151.75,2
gallery place,farragut west,PM Peak,7.5,3
gallery place,federal center sw,PM Peak,9.25,3
gallery place,federal triangle,PM Peak,12.0,2
gallery place,foggy bottom gwu,PM Peak,91.25,4
gallery place,forest glen,PM Peak,41.25,9
gallery place,fort totten,PM Peak,249.0,6
gallery place,franconia springfield,PM Peak,102.75,11
gallery place,friendship heights,PM Peak,115.5,8
gallery place,gallery place,PM Peak,103.5,0
gallery place,georgia avenue petworth,PM Peak,78.25,5
gallery place,glenmont,PM Peak,109.0,11
gallery place,greenbelt,PM Peak,72.5,10
gallery place,grosvenor strathmore,PM Peak,97.5,11
gallery place,huntington,PM Peak,132.75,11
gallery place,judiciary square,PM Peak,3.0,1
gallery place,king street old town,PM Peak,104.5,9
gallery place,landover,PM Peak,10.0,11
gallery place,largo,PM Peak,36.5,12
gallery place,l'enfant plaza,PM Peak,85.0,2
gallery place,mcpherson square,PM Peak,21.75,2
gallery place,medical center,PM Peak,14.5,10
gallery place,metro center,PM Peak,45.75,1
gallery place,minnesota avenue,PM Peak,13.75,8
gallery place,morgan boulevard,PM Peak,8.0,11
gallery place,mount vernon square,PM Peak,32.5,1
gallery place,navy yard ballpark,PM Peak,224.25,4
gallery place,naylor road,PM Peak,45.5,8
gallery place,new carrollton,PM Peak,85.5,12
gallery place,noma gallaudet u,PM Peak,81.25,3
gallery place,pentagon,PM Peak,46.25,3
gallery place,pentagon city,PM Peak,303.0,4
gallery place,potomac avenue,PM Peak,20.25,6
gallery place,hyattsville crossing,PM Peak,40.5,8
gallery place,national airport,PM Peak,33.25,6
gallery place,rhode island avenue,PM Peak,62.25,4
gallery place,rockville,PM Peak,58.25,14
gallery place,rosslyn,PM Peak,41.0,5
gallery place,shady grove,PM Peak,202.0,15
gallery place,shaw howard university,PM Peak,74.25,2
gallery place,silver spring,PM Peak,200.75,8
gallery place,smithsonian,PM Peak,73.75,3
gallery place,southern avenue,PM Peak,65.25,7
gallery place,stadium armory,PM Peak,34.5,7
gallery place,suitland,PM Peak,81.75,9
gallery place,takoma,PM Peak,72.75,7
gallery place,tenleytown au,PM Peak,80.75,7
gallery place,twinbrook,PM Peak,38.0,13
gallery place,u street,PM Peak,212.5,3
gallery place,union station,PM Peak,201.5,2
gallery place,van dorn street,PM Peak,24.0,10
gallery place,van ness udc,PM Peak,70.25,6
gallery place,vienna,PM Peak,84.25,13
gallery place,virginia square gmu,PM Peak,7.5,8
gallery place,waterfront,PM Peak,100.5,3
gallery place,west falls church,PM Peak,22.25,11
gallery place,west hyattsville,PM Peak,25.5,7
gallery place,wheaton,PM Peak,44.0,10
gallery place,north bethesda,PM Peak,41.25,12
gallery place,woodley park,PM Peak,154.75,4
georgia avenue petworth,addison road,PM Peak,4.5,15
georgia avenue petworth,anacostia,PM Peak,35.5,10
georgia avenue petworth,archives,PM Peak,18.25,6
georgia avenue petworth,arlington cemetery,PM Peak,0.25,9
georgia avenue petworth,ballston-mu,PM Peak,7.0,14
georgia avenue petworth,benning road,PM Peak,9.75,13
georgia avenue petworth,bethesda,PM Peak,2.0,14
georgia avenue petworth,braddock road,PM Peak,4.25,13
georgia avenue petworth,branch avenue,PM Peak,8.0,15
georgia avenue petworth,brookland cua,PM Peak,5.5,2
georgia avenue petworth,capitol heights,PM Peak,7.25,14
georgia avenue petworth,capitol south,PM Peak,3.0,9
georgia avenue petworth,cheverly,PM Peak,1.0,15
georgia avenue petworth,clarendon,PM Peak,4.5,12
georgia avenue petworth,cleveland park,PM Peak,2.75,10
georgia avenue petworth,college park university of maryland,PM Peak,4.0,4
georgia avenue petworth,columbia heights,PM Peak,78.75,1
georgia avenue petworth,congress heights,PM Peak,13.25,11
georgia avenue petworth,court house,PM Peak,2.0,11
georgia avenue petworth,crystal city,PM Peak,6.25,10
georgia avenue petworth,deanwood,PM Peak,3.75,14
georgia avenue petworth,dunn loring,PM Peak,1.5,17
georgia avenue petworth,dupont circle,PM Peak,15.75,8
georgia avenue petworth,east falls church,PM Peak,1.0,15
georgia avenue petworth,eastern market,PM Peak,12.25,10
georgia avenue petworth,eisenhower avenue,PM Peak,1.0,15
georgia avenue petworth,farragut north,PM Peak,10.5,7
georgia avenue petworth,farragut west,PM Peak,2.25,8
georgia avenue petworth,federal center sw,PM Peak,0.25,8
georgia avenue petworth,federal triangle,PM Peak,1.25,7
georgia avenue petworth,foggy bottom gwu,PM Peak,14.0,9
georgia avenue petworth,forest glen,PM Peak,2.75,4
georgia avenue petworth,fort totten,PM Peak,80.0,1
georgia avenue petworth,franconia springfield,PM Peak,4.0,16
georgia avenue petworth,friendship heights,PM Peak,6.0,13
georgia avenue petworth,gallery place,PM Peak,113.5,5
georgia avenue petworth,georgia avenue petworth,PM Peak,14.0,0
georgia avenue petworth,glenmont,PM Peak,5.75,6
georgia avenue petworth,greenbelt,PM Peak,8.25,5
georgia avenue petworth,grosvenor strathmore,PM Peak,1.5,16
georgia avenue petworth,huntington,PM Peak,9.75,16
georgia avenue petworth,judiciary square,PM Peak,0.75,6
georgia avenue petworth,king street old town,PM Peak,5.5,14
georgia avenue petworth,landover,PM Peak,2.75,16
georgia avenue petworth,largo,PM Peak,10.0,17
georgia avenue petworth,l'enfant plaza,PM Peak,7.0,7
georgia avenue petworth,mcpherson square,PM Peak,1.25,7
